review_tokens_stemmed,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
bahan ringan cocok guna,Positif,"{'classified_text': 'bahan ringan cocok [3] guna', 'tweet_text': ' bahan ringan cocok guna', 'sentence_score': ['bahan ringan cocok [3] guna'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",bahan ringan cocok [3] guna, bahan ringan cocok guna,['bahan ringan cocok [3] guna'],3,-1,positif
tipe kulit minyak baru mau coba maka belum coba punya teman cocok,Netral,"{'classified_text': 'tipe kulit minyak baru mau coba maka belum coba punya teman cocok [3]', 'tweet_text': ' tipe kulit minyak baru mau coba maka belum coba punya teman cocok', 'sentence_score': ['tipe kulit minyak baru mau coba maka belum coba punya teman cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit minyak baru mau coba maka belum coba punya teman cocok [3], tipe kulit minyak baru mau coba maka belum coba punya teman cocok,['tipe kulit minyak baru mau coba maka belum coba punya teman cocok [3]'],3,-1,positif
barang datang sesuai packing nya aman kirim cepat,Netral,"{'classified_text': 'barang datang sesuai [3] packing nya aman [4] kirim cepat [4]', 'tweet_text': ' barang datang sesuai packing nya aman kirim cepat', 'sentence_score': ['barang datang sesuai [3] packing nya aman [4] kirim cepat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang datang sesuai [3] packing nya aman [4] kirim cepat [4], barang datang sesuai packing nya aman kirim cepat,['barang datang sesuai [3] packing nya aman [4] kirim cepat [4]'],4,-1,positif
asa cerah pakai cuman aku jadi bikin kering jadi mesti pakai pelembab muka,Netral,"{'classified_text': 'asa cerah [4] pakai cuman aku jadi bikin kering jadi mesti pakai pelembab muka', 'tweet_text': ' asa cerah pakai cuman aku jadi bikin kering jadi mesti pakai pelembab muka', 'sentence_score': ['asa cerah [4] pakai cuman aku jadi bikin kering jadi mesti pakai pelembab muka'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",asa cerah [4] pakai cuman aku jadi bikin kering jadi mesti pakai pelembab muka, asa cerah pakai cuman aku jadi bikin kering jadi mesti pakai pelembab muka,['asa cerah [4] pakai cuman aku jadi bikin kering jadi mesti pakai pelembab muka'],4,-1,positif
beberapa tahun pakai memang cocok enggak white cast nyaman ringan thanks seller tipe kulit kombinasi,Netral,"{'classified_text': 'beberapa tahun pakai memang cocok [3] enggak white cast nyaman [4] ringan thanks seller tipe kulit kombinasi', 'tweet_text': ' beberapa tahun pakai memang cocok enggak white cast nyaman ringan thanks seller tipe kulit kombinasi', 'sentence_score': ['beberapa tahun pakai memang cocok [3] enggak white cast nyaman [4] ringan thanks seller tipe kulit kombinasi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",beberapa tahun pakai memang cocok [3] enggak white cast nyaman [4] ringan thanks seller tipe kulit kombinasi, beberapa tahun pakai memang cocok enggak white cast nyaman ringan thanks seller tipe kulit kombinasi,['beberapa tahun pakai memang cocok [3] enggak white cast nyaman [4] ringan thanks seller tipe kulit kombinasi'],4,-1,positif
warna cantik banget,Netral,"{'classified_text': 'warna cantik [6] banget', 'tweet_text': ' warna cantik banget', 'sentence_score': ['warna cantik [6] banget'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",warna cantik [6] banget, warna cantik banget,['warna cantik [6] banget'],6,-1,positif
cocok tipe kulit kombinasi,Netral,"{'classified_text': 'cocok [3] tipe kulit kombinasi', 'tweet_text': ' cocok tipe kulit kombinasi', 'sentence_score': ['cocok [3] tipe kulit kombinasi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] tipe kulit kombinasi, cocok tipe kulit kombinasi,['cocok [3] tipe kulit kombinasi'],3,-1,positif
jujur panik pas lihat dus penyok nyata isi aman meski pas buka dus kemas tutup botol moist nya kurang rapet untung isi aman enggak luber mana,Netral,"{'classified_text': 'jujur [4] panik [-3] pas lihat dus penyok [-4] nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya kurang [-2] rapet untung isi aman [4] enggak luber mana [-4]', 'tweet_text': ' jujur panik pas lihat dus penyok nyata isi aman meski pas buka dus kemas tutup botol moist nya kurang rapet untung isi aman enggak luber mana', 'sentence_score': ['jujur [4] panik [-3] pas lihat dus penyok [-4] nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya kurang [-2] rapet untung isi aman [4] enggak luber mana [-4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",jujur [4] panik [-3] pas lihat dus penyok [-4] nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya kurang [-2] rapet untung isi aman [4] enggak luber mana [-4], jujur panik pas lihat dus penyok nyata isi aman meski pas buka dus kemas tutup botol moist nya kurang rapet untung isi aman enggak luber mana,['jujur [4] panik [-3] pas lihat dus penyok [-4] nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya kurang [-2] rapet untung isi aman [4] enggak luber mana [-4]'],4,-4,netral
jujur panik pas lihat dus penyok nyata isi aman meski pas buka dus kemas tutup botol moist nya kurang rapet untung isi aman enggak luber mana baru sekali pakai produk oke banget pas pakai kulit cocok suka sama packing baru,Netral,"{'classified_text': 'jujur [4] panik [-3] pas lihat dus penyok [-4] nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya kurang [-2] rapet untung isi aman [4] enggak luber mana [-4] baru sekali pakai produk oke [4] banget pas pakai kulit cocok [3] suka [5] sama packing baru', 'tweet_text': ' jujur panik pas lihat dus penyok nyata isi aman meski pas buka dus kemas tutup botol moist nya kurang rapet untung isi aman enggak luber mana baru sekali pakai produk oke banget pas pakai kulit cocok suka sama packing baru', 'sentence_score': ['jujur [4] panik [-3] pas lihat dus penyok [-4] nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya kurang [-2] rapet untung isi aman [4] enggak luber mana [-4] baru sekali pakai produk oke [4] banget pas pakai kulit cocok [3] suka [5] sama packing baru'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}",jujur [4] panik [-3] pas lihat dus penyok [-4] nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya kurang [-2] rapet untung isi aman [4] enggak luber mana [-4] baru sekali pakai produk oke [4] banget pas pakai kulit cocok [3] suka [5] sama packing baru, jujur panik pas lihat dus penyok nyata isi aman meski pas buka dus kemas tutup botol moist nya kurang rapet untung isi aman enggak luber mana baru sekali pakai produk oke banget pas pakai kulit cocok suka sama packing baru,['jujur [4] panik [-3] pas lihat dus penyok [-4] nyata isi aman [4] meski pas buka dus kemas tutup botol moist nya kurang [-2] rapet untung isi aman [4] enggak luber mana [-4] baru sekali pakai produk oke [4] banget pas pakai kulit cocok [3] suka [5] sama packing baru'],5,-4,positif
cocok kulit minyak kemas lucu,Netral,"{'classified_text': 'cocok [3] kulit minyak kemas lucu [4]', 'tweet_text': ' cocok kulit minyak kemas lucu', 'sentence_score': ['cocok [3] kulit minyak kemas lucu [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] kulit minyak kemas lucu [4], cocok kulit minyak kemas lucu,['cocok [3] kulit minyak kemas lucu [4]'],4,-1,positif
bahan ringan cepat resap terus packaging nya banget,Netral,"{'classified_text': 'bahan ringan cepat [4] resap terus packaging nya banget', 'tweet_text': ' bahan ringan cepat resap terus packaging nya banget', 'sentence_score': ['bahan ringan cepat [4] resap terus packaging nya banget'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bahan ringan cepat [4] resap terus packaging nya banget, bahan ringan cepat resap terus packaging nya banget,['bahan ringan cepat [4] resap terus packaging nya banget'],4,-1,positif
terima kasih banyak paket selamat,Netral,"{'classified_text': 'terima kasih [4] banyak paket selamat [4]', 'tweet_text': ' terima kasih banyak paket selamat', 'sentence_score': ['terima kasih [4] banyak paket selamat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] banyak paket selamat [4], terima kasih banyak paket selamat,['terima kasih [4] banyak paket selamat [4]'],4,-1,positif
barang bagus sesuai packing mantap terima kasih,Netral,"{'classified_text': 'barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4]', 'tweet_text': ' barang bagus sesuai packing mantap terima kasih', 'sentence_score': ['barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4], barang bagus sesuai packing mantap terima kasih,['barang bagus [4] sesuai [4] packing mantap [4] terima kasih [4]'],4,-1,positif
enggak usah tanya memang bagus lembab bantu pulih skin barier jauh moisturizer enggak ganti,Netral,"{'classified_text': 'enggak usah tanya memang bagus [4] lembab bantu pulih skin barier jauh [-2] moisturizer enggak ganti', 'tweet_text': ' enggak usah tanya memang bagus lembab bantu pulih skin barier jauh moisturizer enggak ganti', 'sentence_score': ['enggak usah tanya memang bagus [4] lembab bantu pulih skin barier jauh [-2] moisturizer enggak ganti'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",enggak usah tanya memang bagus [4] lembab bantu pulih skin barier jauh [-2] moisturizer enggak ganti, enggak usah tanya memang bagus lembab bantu pulih skin barier jauh moisturizer enggak ganti,['enggak usah tanya memang bagus [4] lembab bantu pulih skin barier jauh [-2] moisturizer enggak ganti'],4,-2,positif
produk sangat bangus langsung serap buat lembab,Netral,"{'classified_text': 'produk sangat bangus langsung serap buat lembab', 'tweet_text': ' produk sangat bangus langsung serap buat lembab', 'sentence_score': ['produk sangat bangus langsung serap buat lembab'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",produk sangat bangus langsung serap buat lembab, produk sangat bangus langsung serap buat lembab,['produk sangat bangus langsung serap buat lembab'],1,-1,netral
repurchase kali produk simple efektif packaging simple aman,Netral,"{'classified_text': 'repurchase kali produk simple efektif packaging simple aman [4]', 'tweet_text': ' repurchase kali produk simple efektif packaging simple aman', 'sentence_score': ['repurchase kali produk simple efektif packaging simple aman [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",repurchase kali produk simple efektif packaging simple aman [4], repurchase kali produk simple efektif packaging simple aman,['repurchase kali produk simple efektif packaging simple aman [4]'],4,-1,positif
cocok kulit tekstur ringan sangat cepat serap kulit super recommended,Positif,"{'classified_text': 'cocok [3] kulit tekstur ringan sangat cepat [6] serap kulit super [4] recommended', 'tweet_text': ' cocok kulit tekstur ringan sangat cepat serap kulit super recommended', 'sentence_score': ['cocok [3] kulit tekstur ringan sangat cepat [6] serap kulit super [4] recommended'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] kulit tekstur ringan sangat cepat [6] serap kulit super [4] recommended, cocok kulit tekstur ringan sangat cepat serap kulit super recommended,['cocok [3] kulit tekstur ringan sangat cepat [6] serap kulit super [4] recommended'],6,-1,positif
baru pertama kali beli skin game mudah mudah cocok,Negatif,"{'classified_text': 'baru pertama kali beli skin game mudah [3] mudah [4] cocok [4]', 'tweet_text': ' baru pertama kali beli skin game mudah mudah cocok', 'sentence_score': ['baru pertama kali beli skin game mudah [3] mudah [4] cocok [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",baru pertama kali beli skin game mudah [3] mudah [4] cocok [4], baru pertama kali beli skin game mudah mudah cocok,['baru pertama kali beli skin game mudah [3] mudah [4] cocok [4]'],4,-1,positif
akhir temu moisturizer cocok moistnya ringan cepat serap aku pakai tube tube pakai bulan lebih gantung pakai,Netral,"{'classified_text': 'akhir temu moisturizer cocok [3] moistnya ringan cepat [4] serap aku pakai tube tube pakai bulan lebih gantung pakai', 'tweet_text': ' akhir temu moisturizer cocok moistnya ringan cepat serap aku pakai tube tube pakai bulan lebih gantung pakai', 'sentence_score': ['akhir temu moisturizer cocok [3] moistnya ringan cepat [4] serap aku pakai tube tube pakai bulan lebih gantung pakai'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",akhir temu moisturizer cocok [3] moistnya ringan cepat [4] serap aku pakai tube tube pakai bulan lebih gantung pakai, akhir temu moisturizer cocok moistnya ringan cepat serap aku pakai tube tube pakai bulan lebih gantung pakai,['akhir temu moisturizer cocok [3] moistnya ringan cepat [4] serap aku pakai tube tube pakai bulan lebih gantung pakai'],4,-1,positif
bagus moga cocok,Netral,"{'classified_text': 'bagus [4] moga cocok [3]', 'tweet_text': ' bagus moga cocok', 'sentence_score': ['bagus [4] moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] moga cocok [3], bagus moga cocok,['bagus [4] moga cocok [3]'],4,-1,positif
baru mau coba moga cocok,Positif,"{'classified_text': 'baru mau coba moga cocok [3]', 'tweet_text': ' baru mau coba moga cocok', 'sentence_score': ['baru mau coba moga cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru mau coba moga cocok [3], baru mau coba moga cocok,['baru mau coba moga cocok [3]'],3,-1,positif
produk orisinal aman kakak adminnya ramah banget bakal repurchase deh kayak,Positif,"{'classified_text': 'produk orisinal aman [4] kakak adminnya ramah [5] banget bakal repurchase deh kayak', 'tweet_text': ' produk orisinal aman kakak adminnya ramah banget bakal repurchase deh kayak', 'sentence_score': ['produk orisinal aman [4] kakak adminnya ramah [5] banget bakal repurchase deh kayak'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",produk orisinal aman [4] kakak adminnya ramah [5] banget bakal repurchase deh kayak, produk orisinal aman kakak adminnya ramah banget bakal repurchase deh kayak,['produk orisinal aman [4] kakak adminnya ramah [5] banget bakal repurchase deh kayak'],5,-1,positif
kirim emas cepat banget aman produk sesuai pernah coba lumayan bikin jerawat cepat mateng thankyou,Netral,"{'classified_text': 'kirim emas [4] cepat [6] banget aman [5] produk sesuai [3] pernah coba lumayan [2] bikin jerawat cepat [4] mateng thankyou', 'tweet_text': ' kirim emas cepat banget aman produk sesuai pernah coba lumayan bikin jerawat cepat mateng thankyou', 'sentence_score': ['kirim emas [4] cepat [6] banget aman [5] produk sesuai [3] pernah coba lumayan [2] bikin jerawat cepat [4] mateng thankyou'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}",kirim emas [4] cepat [6] banget aman [5] produk sesuai [3] pernah coba lumayan [2] bikin jerawat cepat [4] mateng thankyou, kirim emas cepat banget aman produk sesuai pernah coba lumayan bikin jerawat cepat mateng thankyou,['kirim emas [4] cepat [6] banget aman [5] produk sesuai [3] pernah coba lumayan [2] bikin jerawat cepat [4] mateng thankyou'],6,-1,positif
bau aneh apek bau besi tempat pernah pakai sabun tanpa bau enggak pernah jadi kurang nyaman pakai sekarang,Netral,"{'classified_text': 'bau [-4] aneh [-2] apek bau [-4] besi tempat pernah pakai sabun tanpa bau [4] enggak pernah jadi kurang [-2] nyaman [2] pakai sekarang', 'tweet_text': ' bau aneh apek bau besi tempat pernah pakai sabun tanpa bau enggak pernah jadi kurang nyaman pakai sekarang', 'sentence_score': ['bau [-4] aneh [-2] apek bau [-4] besi tempat pernah pakai sabun tanpa bau [4] enggak pernah jadi kurang [-2] nyaman [2] pakai sekarang'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",bau [-4] aneh [-2] apek bau [-4] besi tempat pernah pakai sabun tanpa bau [4] enggak pernah jadi kurang [-2] nyaman [2] pakai sekarang, bau aneh apek bau besi tempat pernah pakai sabun tanpa bau enggak pernah jadi kurang nyaman pakai sekarang,['bau [-4] aneh [-2] apek bau [-4] besi tempat pernah pakai sabun tanpa bau [4] enggak pernah jadi kurang [-2] nyaman [2] pakai sekarang'],4,-4,netral
dulu selalu jadi langgan solusi kalau jerawat bulan betul breakout tidak pikir lama langsung checkout holy grail love you rebu,Netral,"{'classified_text': 'dulu selalu jadi langgan solusi kalau jerawat bulan betul [4] breakout tidak pikir lama [-2] langsung checkout holy grail love you rebu', 'tweet_text': ' dulu selalu jadi langgan solusi kalau jerawat bulan betul breakout tidak pikir lama langsung checkout holy grail love you rebu', 'sentence_score': ['dulu selalu jadi langgan solusi kalau jerawat bulan betul [4] breakout tidak pikir lama [-2] langsung checkout holy grail love you rebu'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",dulu selalu jadi langgan solusi kalau jerawat bulan betul [4] breakout tidak pikir lama [-2] langsung checkout holy grail love you rebu, dulu selalu jadi langgan solusi kalau jerawat bulan betul breakout tidak pikir lama langsung checkout holy grail love you rebu,['dulu selalu jadi langgan solusi kalau jerawat bulan betul [4] breakout tidak pikir lama [-2] langsung checkout holy grail love you rebu'],4,-2,positif
barang selamat packagingnya aman moga cocok,Positif,"{'classified_text': 'barang selamat [4] packagingnya aman [4] moga cocok [3]', 'tweet_text': ' barang selamat packagingnya aman moga cocok', 'sentence_score': ['barang selamat [4] packagingnya aman [4] moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang selamat [4] packagingnya aman [4] moga cocok [3], barang selamat packagingnya aman moga cocok,['barang selamat [4] packagingnya aman [4] moga cocok [3]'],4,-1,positif
baru pertama kali coba moga cocok thank you seller,Positif,"{'classified_text': 'baru pertama kali coba moga cocok [3] thank you seller', 'tweet_text': ' baru pertama kali coba moga cocok thank you seller', 'sentence_score': ['baru pertama kali coba moga cocok [3] thank you seller'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",baru pertama kali coba moga cocok [3] thank you seller, baru pertama kali coba moga cocok thank you seller,['baru pertama kali coba moga cocok [3] thank you seller'],3,-1,positif
barang selamat,Negatif,"{'classified_text': 'barang selamat [4]', 'tweet_text': ' barang selamat', 'sentence_score': ['barang selamat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",barang selamat [4], barang selamat,['barang selamat [4]'],4,-1,positif
packing rapi aman barang sesuai pesan,Netral,"{'classified_text': 'packing rapi [4] aman [5] barang sesuai [3] pesan', 'tweet_text': ' packing rapi aman barang sesuai pesan', 'sentence_score': ['packing rapi [4] aman [5] barang sesuai [3] pesan'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",packing rapi [4] aman [5] barang sesuai [3] pesan, packing rapi aman barang sesuai pesan,['packing rapi [4] aman [5] barang sesuai [3] pesan'],5,-1,positif
this moisturizer is seriously game changer love how one bottle could last me months,Netral,"{'classified_text': 'this moisturizer is seriously game changer love how one bottle could last me months', 'tweet_text': ' this moisturizer is seriously game changer love how one bottle could last me months', 'sentence_score': ['this moisturizer is seriously game changer love how one bottle could last me months'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",this moisturizer is seriously game changer love how one bottle could last me months, this moisturizer is seriously game changer love how one bottle could last me months,['this moisturizer is seriously game changer love how one bottle could last me months'],1,-1,netral
baru coba pertama kali moga cocok reviewnya bagus,Netral,"{'classified_text': 'baru coba pertama kali moga cocok [3] reviewnya bagus [4]', 'tweet_text': ' baru coba pertama kali moga cocok reviewnya bagus', 'sentence_score': ['baru coba pertama kali moga cocok [3] reviewnya bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",baru coba pertama kali moga cocok [3] reviewnya bagus [4], baru coba pertama kali moga cocok reviewnya bagus,['baru coba pertama kali moga cocok [3] reviewnya bagus [4]'],4,-1,positif
mantap sesuai moga cocok,Netral,"{'classified_text': 'mantap [4] sesuai [4] moga cocok [3]', 'tweet_text': ' mantap sesuai moga cocok', 'sentence_score': ['mantap [4] sesuai [4] moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4] sesuai [4] moga cocok [3], mantap sesuai moga cocok,['mantap [4] sesuai [4] moga cocok [3]'],4,-1,positif
tadi mau beli diofflinestore mahal banget pas cek dionline store nya cuma potong sama flashsale langsung beli,Positif,"{'classified_text': 'tadi mau beli diofflinestore mahal [-4] banget pas cek dionline store nya cuma [-2] potong [-1] sama flashsale langsung beli', 'tweet_text': ' tadi mau beli diofflinestore mahal banget pas cek dionline store nya cuma potong sama flashsale langsung beli', 'sentence_score': ['tadi mau beli diofflinestore mahal [-4] banget pas cek dionline store nya cuma [-2] potong [-1] sama flashsale langsung beli'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",tadi mau beli diofflinestore mahal [-4] banget pas cek dionline store nya cuma [-2] potong [-1] sama flashsale langsung beli, tadi mau beli diofflinestore mahal banget pas cek dionline store nya cuma potong sama flashsale langsung beli,['tadi mau beli diofflinestore mahal [-4] banget pas cek dionline store nya cuma [-2] potong [-1] sama flashsale langsung beli'],1,-4,negatif
terima kasih,Positif,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4], terima kasih,['terima kasih [4]'],4,-1,positif
terima kasih,Netral,"{'classified_text': 'terima kasih [4]', 'tweet_text': ' terima kasih', 'sentence_score': ['terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4], terima kasih,['terima kasih [4]'],4,-1,positif
terima kasih tumben enggak gift nya,Netral,"{'classified_text': 'terima kasih [4] tumben enggak gift nya', 'tweet_text': ' terima kasih tumben enggak gift nya', 'sentence_score': ['terima kasih [4] tumben enggak gift nya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] tumben enggak gift nya, terima kasih tumben enggak gift nya,['terima kasih [4] tumben enggak gift nya'],4,-1,positif
tipe kulit minyak masalah kulit jerawat moga cocok sama rangkai terima kasih,Netral,"{'classified_text': 'tipe kulit minyak masalah [-4] kulit jerawat moga cocok [3] sama rangkai terima kasih [4]', 'tweet_text': ' tipe kulit minyak masalah kulit jerawat moga cocok sama rangkai terima kasih', 'sentence_score': ['tipe kulit minyak masalah [-4] kulit jerawat moga cocok [3] sama rangkai terima kasih [4]'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",tipe kulit minyak masalah [-4] kulit jerawat moga cocok [3] sama rangkai terima kasih [4], tipe kulit minyak masalah kulit jerawat moga cocok sama rangkai terima kasih,['tipe kulit minyak masalah [-4] kulit jerawat moga cocok [3] sama rangkai terima kasih [4]'],4,-4,netral
minggu pakai muka jadi bruntusan enggak tau memang efek samping pakai memang enggak cocok,Netral,"{'classified_text': 'minggu pakai muka jadi bruntusan enggak tau memang efek samping pakai memang enggak cocok [-3]', 'tweet_text': ' minggu pakai muka jadi bruntusan enggak tau memang efek samping pakai memang enggak cocok', 'sentence_score': ['minggu pakai muka jadi bruntusan enggak tau memang efek samping pakai memang enggak cocok [-3]'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",minggu pakai muka jadi bruntusan enggak tau memang efek samping pakai memang enggak cocok [-3], minggu pakai muka jadi bruntusan enggak tau memang efek samping pakai memang enggak cocok,['minggu pakai muka jadi bruntusan enggak tau memang efek samping pakai memang enggak cocok [-3]'],1,-3,negatif
bagus,Positif,"{'classified_text': 'bagus [4]', 'tweet_text': ' bagus', 'sentence_score': ['bagus [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4], bagus,['bagus [4]'],4,-1,positif
kirim cukup cepat barang kirim sesuai pesan expired datenya,Positif,"{'classified_text': 'kirim cukup [3] cepat [5] barang kirim sesuai [3] pesan expired datenya', 'tweet_text': ' kirim cukup cepat barang kirim sesuai pesan expired datenya', 'sentence_score': ['kirim cukup [3] cepat [5] barang kirim sesuai [3] pesan expired datenya'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",kirim cukup [3] cepat [5] barang kirim sesuai [3] pesan expired datenya, kirim cukup cepat barang kirim sesuai pesan expired datenya,['kirim cukup [3] cepat [5] barang kirim sesuai [3] pesan expired datenya'],5,-1,positif
cocok kulit enggak kering tarik kirim cepat mantap,Positif,"{'classified_text': 'cocok [3] kulit enggak kering tarik kirim cepat [4] mantap [5]', 'tweet_text': ' cocok kulit enggak kering tarik kirim cepat mantap', 'sentence_score': ['cocok [3] kulit enggak kering tarik kirim cepat [4] mantap [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] kulit enggak kering tarik kirim cepat [4] mantap [5], cocok kulit enggak kering tarik kirim cepat mantap,['cocok [3] kulit enggak kering tarik kirim cepat [4] mantap [5]'],5,-1,positif
lipstik mudah patah saran kalau pakai jangan ulur terlalu panjang,Positif,"{'classified_text': 'lipstik mudah [3] patah saran kalau pakai jangan ulur terlalu panjang [3]', 'tweet_text': ' lipstik mudah patah saran kalau pakai jangan ulur terlalu panjang', 'sentence_score': ['lipstik mudah [3] patah saran kalau pakai jangan ulur terlalu panjang [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",lipstik mudah [3] patah saran kalau pakai jangan ulur terlalu panjang [3], lipstik mudah patah saran kalau pakai jangan ulur terlalu panjang,['lipstik mudah [3] patah saran kalau pakai jangan ulur terlalu panjang [3]'],3,-1,positif
barang lengkap packing aman rapi belum coba productnya moga cocok tipe kulit normal,Positif,"{'classified_text': 'barang lengkap packing aman [4] rapi [5] belum coba productnya moga cocok [3] tipe kulit normal [-1]', 'tweet_text': ' barang lengkap packing aman rapi belum coba productnya moga cocok tipe kulit normal', 'sentence_score': ['barang lengkap packing aman [4] rapi [5] belum coba productnya moga cocok [3] tipe kulit normal [-1]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",barang lengkap packing aman [4] rapi [5] belum coba productnya moga cocok [3] tipe kulit normal [-1], barang lengkap packing aman rapi belum coba productnya moga cocok tipe kulit normal,['barang lengkap packing aman [4] rapi [5] belum coba productnya moga cocok [3] tipe kulit normal [-1]'],5,-1,positif
baca review nya bagus mudah cocok terima kasih bonus pas banget pas butuh,Positif,"{'classified_text': 'baca review nya bagus [4] mudah [4] cocok [4] terima kasih [4] bonus [4] pas banget pas butuh', 'tweet_text': ' baca review nya bagus mudah cocok terima kasih bonus pas banget pas butuh', 'sentence_score': ['baca review nya bagus [4] mudah [4] cocok [4] terima kasih [4] bonus [4] pas banget pas butuh'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",baca review nya bagus [4] mudah [4] cocok [4] terima kasih [4] bonus [4] pas banget pas butuh, baca review nya bagus mudah cocok terima kasih bonus pas banget pas butuh,['baca review nya bagus [4] mudah [4] cocok [4] terima kasih [4] bonus [4] pas banget pas butuh'],4,-1,positif
cocok kulit pakai jerawat biji pipi radang malam kasih besok mending kempes,Netral,"{'classified_text': 'cocok [3] kulit pakai jerawat biji pipi radang [-3] malam kasih besok mending kempes', 'tweet_text': ' cocok kulit pakai jerawat biji pipi radang malam kasih besok mending kempes', 'sentence_score': ['cocok [3] kulit pakai jerawat biji pipi radang [-3] malam kasih besok mending kempes'], 'max_positive': 3, 'max_negative': -3, 'kelas': 'netral'}",cocok [3] kulit pakai jerawat biji pipi radang [-3] malam kasih besok mending kempes, cocok kulit pakai jerawat biji pipi radang malam kasih besok mending kempes,['cocok [3] kulit pakai jerawat biji pipi radang [-3] malam kasih besok mending kempes'],3,-3,netral
