review_tokens,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
ringan banget dibibir lup lup dah buat azarine,Netral,"{'classified_text': 'ringan banget dibibir lup lup dah buat azarine', 'tweet_text': ' ringan banget dibibir lup lup dah buat azarine', 'sentence_score': ['ringan banget dibibir lup lup dah buat azarine'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",ringan banget dibibir lup lup dah buat azarine, ringan banget dibibir lup lup dah buat azarine,['ringan banget dibibir lup lup dah buat azarine'],1,-1,netral
no review found,Netral,"{'classified_text': 'no review found', 'tweet_text': ' no review found', 'sentence_score': ['no review found'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",no review found, no review found,['no review found'],1,-1,netral
kali ini paket white series yang datang cuman harusnya sudah komplain tapi enggak direspon sama sekali pantas didalam paket ada kertas cara mengajukan komplain ternyata memang enggak beres isinya,Negatif,"{'classified_text': 'kali ini paket white series yang datang cuman harusnya sudah komplain tapi enggak direspon sama sekali pantas [4] didalam paket ada kertas cara mengajukan komplain ternyata memang enggak beres isinya', 'tweet_text': ' kali ini paket white series yang datang cuman harusnya sudah komplain tapi enggak direspon sama sekali pantas didalam paket ada kertas cara mengajukan komplain ternyata memang enggak beres isinya', 'sentence_score': ['kali ini paket white series yang datang cuman harusnya sudah komplain tapi enggak direspon sama sekali pantas [4] didalam paket ada kertas cara mengajukan komplain ternyata memang enggak beres isinya'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kali ini paket white series yang datang cuman harusnya sudah komplain tapi enggak direspon sama sekali pantas [4] didalam paket ada kertas cara mengajukan komplain ternyata memang enggak beres isinya, kali ini paket white series yang datang cuman harusnya sudah komplain tapi enggak direspon sama sekali pantas didalam paket ada kertas cara mengajukan komplain ternyata memang enggak beres isinya,['kali ini paket white series yang datang cuman harusnya sudah komplain tapi enggak direspon sama sekali pantas [4] didalam paket ada kertas cara mengajukan komplain ternyata memang enggak beres isinya'],4,-1,positif
tidak sampai barang nya,Negatif,"{'classified_text': 'tidak sampai barang nya', 'tweet_text': ' tidak sampai barang nya', 'sentence_score': ['tidak sampai barang nya'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tidak sampai barang nya, tidak sampai barang nya,['tidak sampai barang nya'],1,-1,netral
bikin bruntusan yang geleuh muka jadi kelihatan dan kerasa kotor banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar kata orang ini buat kulit sensitif dan kering jangan pakai akhirnya buat tangan dan area tubuh yang gelap saja deh,Negatif,"{'classified_text': 'bikin bruntusan yang geleuh muka jadi kelihatan dan kerasa kotor [-4] banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar [4] kata orang ini buat kulit sensitif [-2] dan kering jangan pakai akhirnya buat tangan dan area tubuh yang gelap [-2] saja deh', 'tweet_text': ' bikin bruntusan yang geleuh muka jadi kelihatan dan kerasa kotor banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar kata orang ini buat kulit sensitif dan kering jangan pakai akhirnya buat tangan dan area tubuh yang gelap saja deh', 'sentence_score': ['bikin bruntusan yang geleuh muka jadi kelihatan dan kerasa kotor [-4] banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar [4] kata orang ini buat kulit sensitif [-2] dan kering jangan pakai akhirnya buat tangan dan area tubuh yang gelap [-2] saja deh'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",bikin bruntusan yang geleuh muka jadi kelihatan dan kerasa kotor [-4] banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar [4] kata orang ini buat kulit sensitif [-2] dan kering jangan pakai akhirnya buat tangan dan area tubuh yang gelap [-2] saja deh, bikin bruntusan yang geleuh muka jadi kelihatan dan kerasa kotor banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar kata orang ini buat kulit sensitif dan kering jangan pakai akhirnya buat tangan dan area tubuh yang gelap saja deh,['bikin bruntusan yang geleuh muka jadi kelihatan dan kerasa kotor [-4] banget ewh sudah pakai sunscreen dan toner yang soft light begitu no deh benar [4] kata orang ini buat kulit sensitif [-2] dan kering jangan pakai akhirnya buat tangan dan area tubuh yang gelap [-2] saja deh'],4,-4,netral
serumnya enggak dikirim,Negatif,"{'classified_text': 'serumnya enggak dikirim', 'tweet_text': ' serumnya enggak dikirim', 'sentence_score': ['serumnya enggak dikirim'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",serumnya enggak dikirim, serumnya enggak dikirim,['serumnya enggak dikirim'],1,-1,netral
baru pertama coba dan sudah dipakai beberapa hari sunscreennya bagus banget cocok buat acne face ku enggak lengket sama sekali,Positif,"{'classified_text': 'baru pertama coba dan sudah dipakai beberapa hari sunscreennya bagus [5] banget cocok [4] buat acne face ku enggak lengket sama sekali', 'tweet_text': ' baru pertama coba dan sudah dipakai beberapa hari sunscreennya bagus banget cocok buat acne face ku enggak lengket sama sekali', 'sentence_score': ['baru pertama coba dan sudah dipakai beberapa hari sunscreennya bagus [5] banget cocok [4] buat acne face ku enggak lengket sama sekali'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",baru pertama coba dan sudah dipakai beberapa hari sunscreennya bagus [5] banget cocok [4] buat acne face ku enggak lengket sama sekali, baru pertama coba dan sudah dipakai beberapa hari sunscreennya bagus banget cocok buat acne face ku enggak lengket sama sekali,['baru pertama coba dan sudah dipakai beberapa hari sunscreennya bagus [5] banget cocok [4] buat acne face ku enggak lengket sama sekali'],5,-1,positif
love banget terima kasih azarine tadinya beli karena dapat pc tapi ternyata memang bagus banget velvety lippie cream nya dan walau enggak cocok warm tone ini bagus banget di aku,Positif,"{'classified_text': 'love banget terima kasih [4] azarine tadinya beli karena dapat pc tapi ternyata memang bagus [5] banget velvety lippie cream nya dan walau enggak cocok [-3] warm tone ini bagus [5] banget di aku', 'tweet_text': ' love banget terima kasih azarine tadinya beli karena dapat pc tapi ternyata memang bagus banget velvety lippie cream nya dan walau enggak cocok warm tone ini bagus banget di aku', 'sentence_score': ['love banget terima kasih [4] azarine tadinya beli karena dapat pc tapi ternyata memang bagus [5] banget velvety lippie cream nya dan walau enggak cocok [-3] warm tone ini bagus [5] banget di aku'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",love banget terima kasih [4] azarine tadinya beli karena dapat pc tapi ternyata memang bagus [5] banget velvety lippie cream nya dan walau enggak cocok [-3] warm tone ini bagus [5] banget di aku, love banget terima kasih azarine tadinya beli karena dapat pc tapi ternyata memang bagus banget velvety lippie cream nya dan walau enggak cocok warm tone ini bagus banget di aku,['love banget terima kasih [4] azarine tadinya beli karena dapat pc tapi ternyata memang bagus [5] banget velvety lippie cream nya dan walau enggak cocok [-3] warm tone ini bagus [5] banget di aku'],5,-3,positif
pertama kali coba belum tau sih,Netral,"{'classified_text': 'pertama kali coba belum tau sih', 'tweet_text': ' pertama kali coba belum tau sih', 'sentence_score': ['pertama kali coba belum tau sih'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",pertama kali coba belum tau sih, pertama kali coba belum tau sih,['pertama kali coba belum tau sih'],1,-1,netral
realpict sukses selalu seller,Positif,"{'classified_text': 'realpict sukses [4] selalu seller', 'tweet_text': ' realpict sukses selalu seller', 'sentence_score': ['realpict sukses [4] selalu seller'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",realpict sukses [4] selalu seller, realpict sukses selalu seller,['realpict sukses [4] selalu seller'],4,-1,positif
semua ok cuma kaya nya kulitku yang enggak cocok sama sunscreennya merasa lengket banget makenya so sorry,Netral,"{'classified_text': 'semua ok [1] cuma [-2] kaya [3] nya kulitku yang enggak cocok [-3] sama sunscreennya merasa lengket banget makenya so sorry', 'tweet_text': ' semua ok cuma kaya nya kulitku yang enggak cocok sama sunscreennya merasa lengket banget makenya so sorry', 'sentence_score': ['semua ok [1] cuma [-2] kaya [3] nya kulitku yang enggak cocok [-3] sama sunscreennya merasa lengket banget makenya so sorry'], 'max_positive': 3, 'max_negative': -3, 'kelas': 'netral'}",semua ok [1] cuma [-2] kaya [3] nya kulitku yang enggak cocok [-3] sama sunscreennya merasa lengket banget makenya so sorry, semua ok cuma kaya nya kulitku yang enggak cocok sama sunscreennya merasa lengket banget makenya so sorry,['semua ok [1] cuma [-2] kaya [3] nya kulitku yang enggak cocok [-3] sama sunscreennya merasa lengket banget makenya so sorry'],3,-3,netral
baru pertama coba semoga cocok pengemasan cepat dan aman pengiriman cepat,Positif,"{'classified_text': 'baru pertama coba semoga cocok [3] pengemasan cepat [4] dan aman [4] pengiriman cepat [4]', 'tweet_text': ' baru pertama coba semoga cocok pengemasan cepat dan aman pengiriman cepat', 'sentence_score': ['baru pertama coba semoga cocok [3] pengemasan cepat [4] dan aman [4] pengiriman cepat [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",baru pertama coba semoga cocok [3] pengemasan cepat [4] dan aman [4] pengiriman cepat [4], baru pertama coba semoga cocok pengemasan cepat dan aman pengiriman cepat,['baru pertama coba semoga cocok [3] pengemasan cepat [4] dan aman [4] pengiriman cepat [4]'],4,-1,positif
saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat melakukan video unboxing jadi tadi bisa klaim mohon untuk setelahnya lebih berhati dan memperhatikan produk yang akan dikirim apa sudah sesuai dengan pesanan atau belum,Negatif,"{'classified_text': 'saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat melakukan video unboxing jadi tadi bisa klaim mohon [1] untuk setelahnya lebih berhati dan memperhatikan produk yang akan dikirim apa sudah sesuai [3] dengan pesanan atau belum', 'tweet_text': ' saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat melakukan video unboxing jadi tadi bisa klaim mohon untuk setelahnya lebih berhati dan memperhatikan produk yang akan dikirim apa sudah sesuai dengan pesanan atau belum', 'sentence_score': ['saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat melakukan video unboxing jadi tadi bisa klaim mohon [1] untuk setelahnya lebih berhati dan memperhatikan produk yang akan dikirim apa sudah sesuai [3] dengan pesanan atau belum'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat melakukan video unboxing jadi tadi bisa klaim mohon [1] untuk setelahnya lebih berhati dan memperhatikan produk yang akan dikirim apa sudah sesuai [3] dengan pesanan atau belum, saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat melakukan video unboxing jadi tadi bisa klaim mohon untuk setelahnya lebih berhati dan memperhatikan produk yang akan dikirim apa sudah sesuai dengan pesanan atau belum,['saya pesan dua paket twin pack dan lagi yang ini harusanya saya terima produk tapi saya hanya terima saya tidak sempat melakukan video unboxing jadi tadi bisa klaim mohon [1] untuk setelahnya lebih berhati dan memperhatikan produk yang akan dikirim apa sudah sesuai [3] dengan pesanan atau belum'],3,-1,positif
pelayanan admin nya jelek,Negatif,"{'classified_text': 'pelayanan admin nya jelek [-4]', 'tweet_text': ' pelayanan admin nya jelek', 'sentence_score': ['pelayanan admin nya jelek [-4]'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",pelayanan admin nya jelek [-4], pelayanan admin nya jelek,['pelayanan admin nya jelek [-4]'],1,-4,negatif
agak kesel ya aku sudah menunggu barangnya dan yang datang salah dong produknya mana di bungkusnya sesuai sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau semisal packing di cek dulu jangan salah kirim kayak begini selain rugi di harga aku juga jadi kehilangan kepercayaan sama ini toko mana lama juga mana ini fotonya enggak bisa dilampirkan pula ada tulisan ada gangguan di rumah toped enggak tau deh serah di cek saja di data gudang seharusnya data pembelian dan produk yang ada di gudang jumlahnya beda,Negatif,"{'classified_text': 'agak kesel ya aku sudah menunggu [-2] barangnya dan yang datang salah [-4] dong produknya mana [-4] di bungkusnya sesuai [3] sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau semisal packing di cek dulu jangan salah [4] kirim kayak begini selain rugi [-4] di harga aku juga jadi kehilangan [-3] kepercayaan [4] sama ini toko mana [-4] lama [-2] juga mana [-4] ini fotonya enggak bisa dilampirkan pula ada tulisan ada gangguan [-4] di rumah toped enggak tau deh serah di cek saja di data gudang seharusnya data pembelian dan produk yang ada di gudang jumlahnya beda', 'tweet_text': ' agak kesel ya aku sudah menunggu barangnya dan yang datang salah dong produknya mana di bungkusnya sesuai sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau semisal packing di cek dulu jangan salah kirim kayak begini selain rugi di harga aku juga jadi kehilangan kepercayaan sama ini toko mana lama juga mana ini fotonya enggak bisa dilampirkan pula ada tulisan ada gangguan di rumah toped enggak tau deh serah di cek saja di data gudang seharusnya data pembelian dan produk yang ada di gudang jumlahnya beda', 'sentence_score': ['agak kesel ya aku sudah menunggu [-2] barangnya dan yang datang salah [-4] dong produknya mana [-4] di bungkusnya sesuai [3] sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau semisal packing di cek dulu jangan salah [4] kirim kayak begini selain rugi [-4] di harga aku juga jadi kehilangan [-3] kepercayaan [4] sama ini toko mana [-4] lama [-2] juga mana [-4] ini fotonya enggak bisa dilampirkan pula ada tulisan ada gangguan [-4] di rumah toped enggak tau deh serah di cek saja di data gudang seharusnya data pembelian dan produk yang ada di gudang jumlahnya beda'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",agak kesel ya aku sudah menunggu [-2] barangnya dan yang datang salah [-4] dong produknya mana [-4] di bungkusnya sesuai [3] sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau semisal packing di cek dulu jangan salah [4] kirim kayak begini selain rugi [-4] di harga aku juga jadi kehilangan [-3] kepercayaan [4] sama ini toko mana [-4] lama [-2] juga mana [-4] ini fotonya enggak bisa dilampirkan pula ada tulisan ada gangguan [-4] di rumah toped enggak tau deh serah di cek saja di data gudang seharusnya data pembelian dan produk yang ada di gudang jumlahnya beda, agak kesel ya aku sudah menunggu barangnya dan yang datang salah dong produknya mana di bungkusnya sesuai sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau semisal packing di cek dulu jangan salah kirim kayak begini selain rugi di harga aku juga jadi kehilangan kepercayaan sama ini toko mana lama juga mana ini fotonya enggak bisa dilampirkan pula ada tulisan ada gangguan di rumah toped enggak tau deh serah di cek saja di data gudang seharusnya data pembelian dan produk yang ada di gudang jumlahnya beda,['agak kesel ya aku sudah menunggu [-2] barangnya dan yang datang salah [-4] dong produknya mana [-4] di bungkusnya sesuai [3] sama produk yang aku pesan alhasil aku buka tanpa di video tolong banget kalau semisal packing di cek dulu jangan salah [4] kirim kayak begini selain rugi [-4] di harga aku juga jadi kehilangan [-3] kepercayaan [4] sama ini toko mana [-4] lama [-2] juga mana [-4] ini fotonya enggak bisa dilampirkan pula ada tulisan ada gangguan [-4] di rumah toped enggak tau deh serah di cek saja di data gudang seharusnya data pembelian dan produk yang ada di gudang jumlahnya beda'],4,-4,netral
