review_tokens_SR,Sentimen,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
baru pertama coba dipakai beberapa hari sunscreennya bagus banget cocok buat acne face ku enggak lengket sama sekali,Positif,"{'classified_text': 'baru pertama coba dipakai beberapa hari sunscreennya bagus [5] banget cocok [4] buat acne face ku enggak lengket sama sekali', 'tweet_text': ' baru pertama coba dipakai beberapa hari sunscreennya bagus banget cocok buat acne face ku enggak lengket sama sekali', 'sentence_score': ['baru pertama coba dipakai beberapa hari sunscreennya bagus [5] banget cocok [4] buat acne face ku enggak lengket sama sekali'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",baru pertama coba dipakai beberapa hari sunscreennya bagus [5] banget cocok [4] buat acne face ku enggak lengket sama sekali, baru pertama coba dipakai beberapa hari sunscreennya bagus banget cocok buat acne face ku enggak lengket sama sekali,['baru pertama coba dipakai beberapa hari sunscreennya bagus [5] banget cocok [4] buat acne face ku enggak lengket sama sekali'],5,-1,positif
love banget terima kasih azarine tadinya beli pc ternyata memang bagus banget velvety lippie cream nya enggak cocok warm tone bagus banget aku,Positif,"{'classified_text': 'love banget terima kasih [4] azarine tadinya beli pc ternyata memang bagus [5] banget velvety lippie cream nya enggak cocok [-3] warm tone bagus [5] banget aku', 'tweet_text': ' love banget terima kasih azarine tadinya beli pc ternyata memang bagus banget velvety lippie cream nya enggak cocok warm tone bagus banget aku', 'sentence_score': ['love banget terima kasih [4] azarine tadinya beli pc ternyata memang bagus [5] banget velvety lippie cream nya enggak cocok [-3] warm tone bagus [5] banget aku'], 'max_positive': 5, 'max_negative': -3, 'kelas': 'positif'}",love banget terima kasih [4] azarine tadinya beli pc ternyata memang bagus [5] banget velvety lippie cream nya enggak cocok [-3] warm tone bagus [5] banget aku, love banget terima kasih azarine tadinya beli pc ternyata memang bagus banget velvety lippie cream nya enggak cocok warm tone bagus banget aku,['love banget terima kasih [4] azarine tadinya beli pc ternyata memang bagus [5] banget velvety lippie cream nya enggak cocok [-3] warm tone bagus [5] banget aku'],5,-3,positif
pertama kali coba tau sih,Netral,"{'classified_text': 'pertama kali coba tau sih', 'tweet_text': ' pertama kali coba tau sih', 'sentence_score': ['pertama kali coba tau sih'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",pertama kali coba tau sih, pertama kali coba tau sih,['pertama kali coba tau sih'],1,-1,netral
realpict sukses selalu seller,Positif,"{'classified_text': 'realpict sukses [4] selalu seller', 'tweet_text': ' realpict sukses selalu seller', 'sentence_score': ['realpict sukses [4] selalu seller'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",realpict sukses [4] selalu seller, realpict sukses selalu seller,['realpict sukses [4] selalu seller'],4,-1,positif
semua cuma kaya nya kulitku enggak cocok sama sunscreennya merasa lengket banget makenya so sorry,Netral,"{'classified_text': 'semua cuma [-2] kaya [3] nya kulitku enggak cocok [-3] sama sunscreennya merasa lengket banget makenya so sorry', 'tweet_text': ' semua cuma kaya nya kulitku enggak cocok sama sunscreennya merasa lengket banget makenya so sorry', 'sentence_score': ['semua cuma [-2] kaya [3] nya kulitku enggak cocok [-3] sama sunscreennya merasa lengket banget makenya so sorry'], 'max_positive': 3, 'max_negative': -3, 'kelas': 'netral'}",semua cuma [-2] kaya [3] nya kulitku enggak cocok [-3] sama sunscreennya merasa lengket banget makenya so sorry, semua cuma kaya nya kulitku enggak cocok sama sunscreennya merasa lengket banget makenya so sorry,['semua cuma [-2] kaya [3] nya kulitku enggak cocok [-3] sama sunscreennya merasa lengket banget makenya so sorry'],3,-3,netral
baru pertama coba semoga cocok pengemasan cepat aman pengiriman cepat,Positif,"{'classified_text': 'baru pertama coba semoga cocok [3] pengemasan cepat [4] aman [5] pengiriman cepat [4]', 'tweet_text': ' baru pertama coba semoga cocok pengemasan cepat aman pengiriman cepat', 'sentence_score': ['baru pertama coba semoga cocok [3] pengemasan cepat [4] aman [5] pengiriman cepat [4]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",baru pertama coba semoga cocok [3] pengemasan cepat [4] aman [5] pengiriman cepat [4], baru pertama coba semoga cocok pengemasan cepat aman pengiriman cepat,['baru pertama coba semoga cocok [3] pengemasan cepat [4] aman [5] pengiriman cepat [4]'],5,-1,positif
pesan paket twin pack harusanya terima produk terima sempat melakukan video unboxing jadi tadi klaim mohon setelahnya lebih berhati memperhatikan produk dikirim apa sesuai pesanan,Negatif,"{'classified_text': 'pesan paket twin pack harusanya terima produk terima sempat melakukan video unboxing jadi tadi klaim mohon [1] setelahnya lebih berhati memperhatikan produk dikirim apa sesuai [3] pesanan', 'tweet_text': ' pesan paket twin pack harusanya terima produk terima sempat melakukan video unboxing jadi tadi klaim mohon setelahnya lebih berhati memperhatikan produk dikirim apa sesuai pesanan', 'sentence_score': ['pesan paket twin pack harusanya terima produk terima sempat melakukan video unboxing jadi tadi klaim mohon [1] setelahnya lebih berhati memperhatikan produk dikirim apa sesuai [3] pesanan'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",pesan paket twin pack harusanya terima produk terima sempat melakukan video unboxing jadi tadi klaim mohon [1] setelahnya lebih berhati memperhatikan produk dikirim apa sesuai [3] pesanan, pesan paket twin pack harusanya terima produk terima sempat melakukan video unboxing jadi tadi klaim mohon setelahnya lebih berhati memperhatikan produk dikirim apa sesuai pesanan,['pesan paket twin pack harusanya terima produk terima sempat melakukan video unboxing jadi tadi klaim mohon [1] setelahnya lebih berhati memperhatikan produk dikirim apa sesuai [3] pesanan'],3,-1,positif
pelayanan admin nya jelek,Negatif,"{'classified_text': 'pelayanan admin nya jelek [-4]', 'tweet_text': ' pelayanan admin nya jelek', 'sentence_score': ['pelayanan admin nya jelek [-4]'], 'max_positive': 1, 'max_negative': -4, 'kelas': 'negatif'}",pelayanan admin nya jelek [-4], pelayanan admin nya jelek,['pelayanan admin nya jelek [-4]'],1,-4,negatif
kesel aku menunggu barangnya datang salah dong produknya mana bungkusnya sesuai sama produk aku pesan alhasil aku buka video banget kalau semisal packing cek dulu jangan salah kirim kayak begini rugi harga aku jadi kehilangan kepercayaan sama toko mana lama mana fotonya enggak dilampirkan tulisan gangguan rumah toped enggak tau deh serah cek data gudang data pembelian produk gudang jumlahnya beda,Negatif,"{'classified_text': 'kesel aku menunggu [-2] barangnya datang salah [-4] dong produknya mana [-4] bungkusnya sesuai [3] sama produk aku pesan alhasil aku buka video banget kalau semisal packing cek dulu jangan salah [4] kirim kayak begini rugi [-4] harga aku jadi kehilangan [-3] kepercayaan [4] sama toko mana [-4] lama [-2] mana [-5] fotonya enggak dilampirkan tulisan gangguan [-4] rumah toped enggak tau deh serah cek data gudang data pembelian produk gudang jumlahnya beda', 'tweet_text': ' kesel aku menunggu barangnya datang salah dong produknya mana bungkusnya sesuai sama produk aku pesan alhasil aku buka video banget kalau semisal packing cek dulu jangan salah kirim kayak begini rugi harga aku jadi kehilangan kepercayaan sama toko mana lama mana fotonya enggak dilampirkan tulisan gangguan rumah toped enggak tau deh serah cek data gudang data pembelian produk gudang jumlahnya beda', 'sentence_score': ['kesel aku menunggu [-2] barangnya datang salah [-4] dong produknya mana [-4] bungkusnya sesuai [3] sama produk aku pesan alhasil aku buka video banget kalau semisal packing cek dulu jangan salah [4] kirim kayak begini rugi [-4] harga aku jadi kehilangan [-3] kepercayaan [4] sama toko mana [-4] lama [-2] mana [-5] fotonya enggak dilampirkan tulisan gangguan [-4] rumah toped enggak tau deh serah cek data gudang data pembelian produk gudang jumlahnya beda'], 'max_positive': 4, 'max_negative': -5, 'kelas': 'negatif'}",kesel aku menunggu [-2] barangnya datang salah [-4] dong produknya mana [-4] bungkusnya sesuai [3] sama produk aku pesan alhasil aku buka video banget kalau semisal packing cek dulu jangan salah [4] kirim kayak begini rugi [-4] harga aku jadi kehilangan [-3] kepercayaan [4] sama toko mana [-4] lama [-2] mana [-5] fotonya enggak dilampirkan tulisan gangguan [-4] rumah toped enggak tau deh serah cek data gudang data pembelian produk gudang jumlahnya beda, kesel aku menunggu barangnya datang salah dong produknya mana bungkusnya sesuai sama produk aku pesan alhasil aku buka video banget kalau semisal packing cek dulu jangan salah kirim kayak begini rugi harga aku jadi kehilangan kepercayaan sama toko mana lama mana fotonya enggak dilampirkan tulisan gangguan rumah toped enggak tau deh serah cek data gudang data pembelian produk gudang jumlahnya beda,['kesel aku menunggu [-2] barangnya datang salah [-4] dong produknya mana [-4] bungkusnya sesuai [3] sama produk aku pesan alhasil aku buka video banget kalau semisal packing cek dulu jangan salah [4] kirim kayak begini rugi [-4] harga aku jadi kehilangan [-3] kepercayaan [4] sama toko mana [-4] lama [-2] mana [-5] fotonya enggak dilampirkan tulisan gangguan [-4] rumah toped enggak tau deh serah cek data gudang data pembelian produk gudang jumlahnya beda'],4,-5,negatif
barang dikirim cuman harusnya beli twin pack,Negatif,"{'classified_text': 'barang dikirim cuman harusnya beli twin pack', 'tweet_text': ' barang dikirim cuman harusnya beli twin pack', 'sentence_score': ['barang dikirim cuman harusnya beli twin pack'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",barang dikirim cuman harusnya beli twin pack, barang dikirim cuman harusnya beli twin pack,['barang dikirim cuman harusnya beli twin pack'],1,-1,netral
pakai harian wajah jadi berminyak merah jadi beruntusan,Negatif,"{'classified_text': 'pakai harian wajah jadi berminyak merah jadi beruntusan', 'tweet_text': ' pakai harian wajah jadi berminyak merah jadi beruntusan', 'sentence_score': ['pakai harian wajah jadi berminyak merah jadi beruntusan'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",pakai harian wajah jadi berminyak merah jadi beruntusan, pakai harian wajah jadi berminyak merah jadi beruntusan,['pakai harian wajah jadi berminyak merah jadi beruntusan'],1,-1,netral
sesuai deskripsi,Positif,"{'classified_text': 'sesuai [3] deskripsi', 'tweet_text': ' sesuai deskripsi', 'sentence_score': ['sesuai [3] deskripsi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",sesuai [3] deskripsi, sesuai deskripsi,['sesuai [3] deskripsi'],3,-1,positif
tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,Netral,"{'classified_text': 'tipe kulitku berminyak masalah [-4] kulitku jerawat masalah [-4] kulitku pori besar [3]', 'tweet_text': ' tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar', 'sentence_score': ['tipe kulitku berminyak masalah [-4] kulitku jerawat masalah [-4] kulitku pori besar [3]'], 'max_positive': 3, 'max_negative': -4, 'kelas': 'negatif'}",tipe kulitku berminyak masalah [-4] kulitku jerawat masalah [-4] kulitku pori besar [3], tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,['tipe kulitku berminyak masalah [-4] kulitku jerawat masalah [-4] kulitku pori besar [3]'],3,-4,negatif
kecewa sama pengemasannya kardusnya peyok dalemnya enggak bubble wrap biasanya bubble wrap nya untung paketnya aman,Negatif,"{'classified_text': 'kecewa [-3] sama pengemasannya kardusnya peyok dalemnya enggak bubble wrap biasanya bubble wrap nya untung paketnya aman [4]', 'tweet_text': ' kecewa sama pengemasannya kardusnya peyok dalemnya enggak bubble wrap biasanya bubble wrap nya untung paketnya aman', 'sentence_score': ['kecewa [-3] sama pengemasannya kardusnya peyok dalemnya enggak bubble wrap biasanya bubble wrap nya untung paketnya aman [4]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",kecewa [-3] sama pengemasannya kardusnya peyok dalemnya enggak bubble wrap biasanya bubble wrap nya untung paketnya aman [4], kecewa sama pengemasannya kardusnya peyok dalemnya enggak bubble wrap biasanya bubble wrap nya untung paketnya aman,['kecewa [-3] sama pengemasannya kardusnya peyok dalemnya enggak bubble wrap biasanya bubble wrap nya untung paketnya aman [4]'],4,-3,positif
tipe kulitku kering,Netral,"{'classified_text': 'tipe kulitku kering', 'tweet_text': ' tipe kulitku kering', 'sentence_score': ['tipe kulitku kering'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulitku kering, tipe kulitku kering,['tipe kulitku kering'],1,-1,netral
pertama kalinya menerima barang pesanan lengkap sayangnya melakukan video unboxing,Negatif,"{'classified_text': 'pertama kalinya menerima barang pesanan lengkap sayangnya [-2] melakukan video unboxing', 'tweet_text': ' pertama kalinya menerima barang pesanan lengkap sayangnya melakukan video unboxing', 'sentence_score': ['pertama kalinya menerima barang pesanan lengkap sayangnya [-2] melakukan video unboxing'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",pertama kalinya menerima barang pesanan lengkap sayangnya [-2] melakukan video unboxing, pertama kalinya menerima barang pesanan lengkap sayangnya melakukan video unboxing,['pertama kalinya menerima barang pesanan lengkap sayangnya [-2] melakukan video unboxing'],1,-2,negatif
beli tanggal mei chat admin katanya tanggal dikirim mau batal otomatis baru dikirim rumah tanggal malam padahal mau dibawa luar kota tanggal mei melihat status enggak dikirim akhirnya beli sama reseller jakarta kecewa baru pertama kali pesan official store pelayanan buruk pengiriman lama barang dikirim sesuai box bubble wrap kalo butuh cepat pertimbangkan beli official store,Negatif,"{'classified_text': 'beli tanggal mei chat admin katanya tanggal dikirim mau batal otomatis baru dikirim rumah tanggal malam padahal mau dibawa luar kota tanggal mei melihat status enggak dikirim akhirnya beli sama reseller jakarta kecewa [-3] baru pertama kali pesan official store pelayanan buruk [-4] pengiriman lama [-2] barang dikirim sesuai [3] box bubble wrap kalo butuh cepat [4] pertimbangkan beli official store', 'tweet_text': ' beli tanggal mei chat admin katanya tanggal dikirim mau batal otomatis baru dikirim rumah tanggal malam padahal mau dibawa luar kota tanggal mei melihat status enggak dikirim akhirnya beli sama reseller jakarta kecewa baru pertama kali pesan official store pelayanan buruk pengiriman lama barang dikirim sesuai box bubble wrap kalo butuh cepat pertimbangkan beli official store', 'sentence_score': ['beli tanggal mei chat admin katanya tanggal dikirim mau batal otomatis baru dikirim rumah tanggal malam padahal mau dibawa luar kota tanggal mei melihat status enggak dikirim akhirnya beli sama reseller jakarta kecewa [-3] baru pertama kali pesan official store pelayanan buruk [-4] pengiriman lama [-2] barang dikirim sesuai [3] box bubble wrap kalo butuh cepat [4] pertimbangkan beli official store'], 'max_positive': 4, 'max_negative': -4, 'kelas': 'netral'}",beli tanggal mei chat admin katanya tanggal dikirim mau batal otomatis baru dikirim rumah tanggal malam padahal mau dibawa luar kota tanggal mei melihat status enggak dikirim akhirnya beli sama reseller jakarta kecewa [-3] baru pertama kali pesan official store pelayanan buruk [-4] pengiriman lama [-2] barang dikirim sesuai [3] box bubble wrap kalo butuh cepat [4] pertimbangkan beli official store, beli tanggal mei chat admin katanya tanggal dikirim mau batal otomatis baru dikirim rumah tanggal malam padahal mau dibawa luar kota tanggal mei melihat status enggak dikirim akhirnya beli sama reseller jakarta kecewa baru pertama kali pesan official store pelayanan buruk pengiriman lama barang dikirim sesuai box bubble wrap kalo butuh cepat pertimbangkan beli official store,['beli tanggal mei chat admin katanya tanggal dikirim mau batal otomatis baru dikirim rumah tanggal malam padahal mau dibawa luar kota tanggal mei melihat status enggak dikirim akhirnya beli sama reseller jakarta kecewa [-3] baru pertama kali pesan official store pelayanan buruk [-4] pengiriman lama [-2] barang dikirim sesuai [3] box bubble wrap kalo butuh cepat [4] pertimbangkan beli official store'],4,-4,netral
