,Review,Sentimen,Review_norm,review_tokens,review_tokens_SR
221,serum terbaik buat memperbaiki skin barier yg rusak pake serum ini sejak dan hasilnya jerawatku ga pernah muncul lagi dan kulitku jd ga pernah rewel lagi please jangan sampe ga produksi lagi serum ini karena udah jd pk kulit aku,Positif,serum terbaik buat memperbaiki skin barier yang rusak pakai serum ini sejak dan hasilnya jerawatku enggak pernah muncul lagi dan kulitku jadi enggak pernah rewel lagi please jangan sampai enggak produksi lagi serum ini karena sudah jadi pakai kulit aku,"['serum', 'terbaik', 'buat', 'memperbaiki', 'skin', 'barier', 'yang', 'rusak', 'pakai', 'serum', 'ini', 'sejak', 'dan', 'hasilnya', 'jerawatku', 'enggak', 'pernah', 'muncul', 'lagi', 'dan', 'kulitku', 'jadi', 'enggak', 'pernah', 'rewel', 'lagi', 'please', 'jangan', 'sampai', 'enggak', 'produksi', 'lagi', 'serum', 'ini', 'karena', 'sudah', 'jadi', 'pakai', 'kulit', 'aku']","['serum', 'terbaik', 'buat', 'memperbaiki', 'skin', 'barier', 'rusak', 'pakai', 'serum', 'sejak', 'hasilnya', 'jerawatku', 'enggak', 'pernah', 'muncul', 'kulitku', 'jadi', 'enggak', 'pernah', 'rewel', 'please', 'jangan', 'enggak', 'produksi', 'serum', 'jadi', 'pakai', 'kulit', 'aku']"
222,mencari alternatif ingredients yang bisa menyamarkan bekas jerawat aku karena ga cocok sama vit  niacin dan alpha arbutin,Netral,mencari alternatif ingredients yang bisa menyamarkan bekas jerawat aku karena enggak cocok sama vit  niacin dan alpha arbutin,"['mencari', 'alternatif', 'ingredients', 'yang', 'bisa', 'menyamarkan', 'bekas', 'jerawat', 'aku', 'karena', 'enggak', 'cocok', 'sama', 'vit', 'niacin', 'dan', 'alpha', 'arbutin']","['mencari', 'alternatif', 'ingredients', 'menyamarkan', 'bekas', 'jerawat', 'aku', 'enggak', 'cocok', 'sama', 'vit', 'niacin', 'alpha', 'arbutin']"
223,dulu udh pernah make dan ngefek bgt ke kulit bikin jd lembab dan gak beruntusan tp dibarengin sm refining tonernya jg,Positif,dulu sudah pernah memakai dan ngefek banget ke kulit bikin jadi lembab dan enggak beruntusan tapi dibarengin sama refining tonernya juga,"['dulu', 'sudah', 'pernah', 'memakai', 'dan', 'ngefek', 'banget', 'ke', 'kulit', 'bikin', 'jadi', 'lembab', 'dan', 'enggak', 'beruntusan', 'tapi', 'dibarengin', 'sama', 'refining', 'tonernya', 'juga']","['dulu', 'pernah', 'memakai', 'ngefek', 'banget', 'kulit', 'bikin', 'jadi', 'lembab', 'enggak', 'beruntusan', 'dibarengin', 'sama', 'refining', 'tonernya']"
224,pesan tanggal dikirim tanggal padahal tgl sdh harus dibawa terbang kecewa karena sdh dua kali mendapatkan pelayanan yg kurang menyenangkan padahal produk bagus dan sdh menjadi pengguna tetap avoskin,Negatif,pesan tanggal dikirim tanggal padahal tanggal sudah harus dibawa terbang kecewa karena sudah dua kali mendapatkan pelayanan yang kurang menyenangkan padahal produk bagus dan sudah menjadi pengguna tetap avoskin,"['pesan', 'tanggal', 'dikirim', 'tanggal', 'padahal', 'tanggal', 'sudah', 'harus', 'dibawa', 'terbang', 'kecewa', 'karena', 'sudah', 'dua', 'kali', 'mendapatkan', 'pelayanan', 'yang', 'kurang', 'menyenangkan', 'padahal', 'produk', 'bagus', 'dan', 'sudah', 'menjadi', 'pengguna', 'tetap', 'avoskin']","['pesan', 'tanggal', 'dikirim', 'tanggal', 'padahal', 'tanggal', 'dibawa', 'terbang', 'kecewa', 'kali', 'mendapatkan', 'pelayanan', 'kurang', 'menyenangkan', 'padahal', 'produk', 'bagus', 'menjadi', 'pengguna', 'tetap', 'avoskin']"
225,bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman gak ada bublewrapnya padahal perjalanan jauh dari sidoarjo sampe jakarta,Negatif,bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman enggak ada bublewrapnya padahal perjalanan jauh dari sidoarjo sampai jakarta,"['bagus', 'sih', 'produknya', 'cocok', 'cuma', 'sedikit', 'kecewa', 'packagingnya', 'kurang', 'aman', 'enggak', 'ada', 'bublewrapnya', 'padahal', 'perjalanan', 'jauh', 'dari', 'sidoarjo', 'sampai', 'jakarta']","['bagus', 'sih', 'produknya', 'cocok', 'cuma', 'sedikit', 'kecewa', 'packagingnya', 'kurang', 'aman', 'enggak', 'bublewrapnya', 'padahal', 'perjalanan', 'jauh', 'sidoarjo', 'jakarta']"
226,pengirimannya pake sicepat tapi sangat lambat  udh ada  gudang tgl baru diantar ke rmh tgl sayang banget ga sesuai nama,Negatif,pengirimannya pakai sicepat tapi sangat lambat  sudah ada  gudang tanggal baru diantar ke rumah tanggal sayang banget enggak sesuai nama,"['pengirimannya', 'pakai', 'sicepat', 'tapi', 'sangat', 'lambat', 'sudah', 'ada', 'gudang', 'tanggal', 'baru', 'diantar', 'ke', 'rumah', 'tanggal', 'sayang', 'banget', 'enggak', 'sesuai', 'nama']","['pengirimannya', 'pakai', 'sicepat', 'sangat', 'lambat', 'gudang', 'tanggal', 'baru', 'diantar', 'rumah', 'tanggal', 'sayang', 'banget', 'enggak', 'sesuai', 'nama']"
227,paket diterima dengan keadaan baik,Positif,paket diterima dengan keadaan baik,"['paket', 'diterima', 'dengan', 'keadaan', 'baik']","['paket', 'diterima', 'keadaan', 'baik']"
228,baru pertama pakai semoga cocok yah min tipe kulitku berminyak tipe kulitku kombinasi,Netral,baru pertama pakai semoga cocok ya min tipe kulitku berminyak tipe kulitku kombinasi,"['baru', 'pertama', 'pakai', 'semoga', 'cocok', 'ya', 'min', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi']","['baru', 'pertama', 'pakai', 'semoga', 'cocok', 'min', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kombinasi']"
229,fast respon,Positif,fast respon,"['fast', 'respon']","['fast', 'respon']"
230,niceeeee,Positif,nice,['nice'],['nice']
231,worth the price pcs dapat harga  cashback ,Netral,worth the price pcs dapat harga  cashback ,"['worth', 'the', 'price', 'pcs', 'dapat', 'harga', 'cashback']","['worth', 'the', 'price', 'pcs', 'harga', 'cashback']"
232,thx ya,Positif,thanks ya,"['thanks', 'ya']",['thanks']
233,packing aman banget semoga cocok,Positif,packing aman banget semoga cocok,"['packing', 'aman', 'banget', 'semoga', 'cocok']","['packing', 'aman', 'banget', 'semoga', 'cocok']"
234,alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan teratasi dgn azarine thanks azarine,Positif,alhamdulillah aku cocok pakai azarine kulit wajah ku perlahan teratasi dengan azarine thanks azarine,"['alhamdulillah', 'aku', 'cocok', 'pakai', 'azarine', 'kulit', 'wajah', 'ku', 'perlahan', 'teratasi', 'dengan', 'azarine', 'thanks', 'azarine']","['alhamdulillah', 'aku', 'cocok', 'pakai', 'azarine', 'kulit', 'wajah', 'ku', 'perlahan', 'teratasi', 'azarine', 'thanks', 'azarine']"
235,repurchased nda bikin kusam affordable,Netral,repurchased indak bikin kusam affordable,"['repurchased', 'indak', 'bikin', 'kusam', 'affordable']","['repurchased', 'indak', 'bikin', 'kusam', 'affordable']"
236,isinya dikit banget sampe bingung kirain ga ada isinya,Negatif,isinya dikit banget sampai bingung mengira enggak ada isinya,"['isinya', 'dikit', 'banget', 'sampai', 'bingung', 'mengira', 'enggak', 'ada', 'isinya']","['isinya', 'dikit', 'banget', 'bingung', 'mengira', 'enggak', 'isinya']"
237,ringan di kulit warna pas,Netral,ringan di kulit warna pas,"['ringan', 'di', 'kulit', 'warna', 'pas']","['ringan', 'kulit', 'warna', 'pas']"
238,cepet nyampenyaa ringan sesuai namanya tinted sunscreen tapi masih bisa buat nutupin kemerahan aku sebelumnya nyoba shade nina tapi malah jadi kusem dan kuning akhirnya nyoba shade butter dan pass,Netral,cepat sampai ringan sesuai namanya tinted sunscreen tapi masih bisa buat menutupi kemerahan aku sebelumnya mencoba shade nina tapi malah jadi kusam dan kuning akhirnya mencoba shade butter dan pas,"['cepat', 'sampai', 'ringan', 'sesuai', 'namanya', 'tinted', 'sunscreen', 'tapi', 'masih', 'bisa', 'buat', 'menutupi', 'kemerahan', 'aku', 'sebelumnya', 'mencoba', 'shade', 'nina', 'tapi', 'malah', 'jadi', 'kusam', 'dan', 'kuning', 'akhirnya', 'mencoba', 'shade', 'butter', 'dan', 'pas']","['cepat', 'ringan', 'sesuai', 'namanya', 'tinted', 'sunscreen', 'buat', 'menutupi', 'kemerahan', 'aku', 'sebelumnya', 'mencoba', 'shade', 'nina', 'malah', 'jadi', 'kusam', 'kuning', 'akhirnya', 'mencoba', 'shade', 'butter', 'pas']"
239,cepet nyampenyaa teksturnya agak creamy smugeproof juga lohh tp warnanya agak kurang pigment,Negatif,cepat sampai teksturnya agak creamy smugeproof juga loh tapi warnanya agak kurang pigment,"['cepat', 'sampai', 'teksturnya', 'agak', 'creamy', 'smugeproof', 'juga', 'loh', 'tapi', 'warnanya', 'agak', 'kurang', 'pigment']","['cepat', 'teksturnya', 'creamy', 'smugeproof', 'loh', 'warnanya', 'kurang', 'pigment']"
240,teksturnya ringan mudah menyerap kulit udh ada spf nya jd kl dipake daily pun ok wlwpn ga full coverage tp bisa menutupi warna tdk merata dimuka bakalan repurchase ini,Negatif,teksturnya ringan mudah menyerap kulit sudah ada spf nya jadi kalo dipakai daily pun ok walaupun enggak full coverage tapi bisa menutupi warna tidak merata dimuka bakalan repurchase ini,"['teksturnya', 'ringan', 'mudah', 'menyerap', 'kulit', 'sudah', 'ada', 'spf', 'nya', 'jadi', 'kalo', 'dipakai', 'daily', 'pun', 'ok', 'walaupun', 'enggak', 'full', 'coverage', 'tapi', 'bisa', 'menutupi', 'warna', 'tidak', 'merata', 'dimuka', 'bakalan', 'repurchase', 'ini']","['teksturnya', 'ringan', 'mudah', 'menyerap', 'kulit', 'spf', 'nya', 'jadi', 'kalo', 'dipakai', 'daily', 'walaupun', 'enggak', 'full', 'coverage', 'menutupi', 'warna', 'tidak', 'merata', 'dimuka', 'bakalan', 'repurchase']"
241,pengiriman cepat packing oke thanks,Netral,pengiriman cepat packing oke thanks,"['pengiriman', 'cepat', 'packing', 'oke', 'thanks']","['pengiriman', 'cepat', 'packing', 'oke', 'thanks']"
242,suka sm warnanya next order warna lain,Netral,suka sama warnanya next order warna lain,"['suka', 'sama', 'warnanya', 'next', 'order', 'warna', 'lain']","['suka', 'sama', 'warnanya', 'next', 'order', 'warna']"
243,tipe kulitku berminyak alhamdulillah cocok thanks,Netral,tipe kulitku berminyak alhamdulillah cocok thanks,"['tipe', 'kulitku', 'berminyak', 'alhamdulillah', 'cocok', 'thanks']","['tipe', 'kulitku', 'berminyak', 'alhamdulillah', 'cocok', 'thanks']"
244,beli serum ini pas dapet harga flash sale lumayan banget diskonnya packing oke pengiriman lumayan cepat produknya belum dicoba jadi belum bisa kasi nilai,Positif,beli serum ini pas dapat harga flash sale lumayan banget diskonnya packing oke pengiriman lumayan cepat produknya belum dicoba jadi belum bisa kasih nilai,"['beli', 'serum', 'ini', 'pas', 'dapat', 'harga', 'flash', 'sale', 'lumayan', 'banget', 'diskonnya', 'packing', 'oke', 'pengiriman', 'lumayan', 'cepat', 'produknya', 'belum', 'dicoba', 'jadi', 'belum', 'bisa', 'kasih', 'nilai']","['beli', 'serum', 'pas', 'harga', 'flash', 'sale', 'lumayan', 'banget', 'diskonnya', 'packing', 'oke', 'pengiriman', 'lumayan', 'cepat', 'produknya', 'belum', 'dicoba', 'jadi', 'belum', 'kasih', 'nilai']"
245,jujur buat aku gak cocok tapi aku gapaham skincare dan cenderung asal beli cuma sepertinya ini works deh kalo emanh cocok tipe kulitnya feel dimukanya setelah dipake agak lengket menurut aku jadi gabisa tidur miring trus bukan tipe skincare yang kalo kena angin adem mukanya cuma yaudah salahku,Negatif,jujur buat aku enggak cocok tapi aku gapaham skincare dan cenderung asal beli cuma sepertinya ini works deh kalo memang cocok tipe kulitnya feel dimukanya setelah dipakai agak lengket menurut aku jadi enggak bisa tidur miring terus bukan tipe skincare yang kalo kena angin adem mukanya cuma yaudah salahku,"['jujur', 'buat', 'aku', 'enggak', 'cocok', 'tapi', 'aku', 'gapaham', 'skincare', 'dan', 'cenderung', 'asal', 'beli', 'cuma', 'sepertinya', 'ini', 'works', 'deh', 'kalo', 'memang', 'cocok', 'tipe', 'kulitnya', 'feel', 'dimukanya', 'setelah', 'dipakai', 'agak', 'lengket', 'menurut', 'aku', 'jadi', 'enggak', 'bisa', 'tidur', 'miring', 'terus', 'bukan', 'tipe', 'skincare', 'yang', 'kalo', 'kena', 'angin', 'adem', 'mukanya', 'cuma', 'yaudah', 'salahku']","['jujur', 'buat', 'aku', 'enggak', 'cocok', 'aku', 'gapaham', 'skincare', 'cenderung', 'asal', 'beli', 'cuma', 'sepertinya', 'works', 'deh', 'kalo', 'memang', 'cocok', 'tipe', 'kulitnya', 'feel', 'dimukanya', 'dipakai', 'lengket', 'aku', 'jadi', 'enggak', 'tidur', 'miring', 'terus', 'bukan', 'tipe', 'skincare', 'kalo', 'kena', 'angin', 'adem', 'mukanya', 'cuma', 'yaudah', 'salahku']"
246,hasil akhir bagus kaya kulit kita tapi bersi yg sehat,Negatif,hasil akhir bagus kayak kulit kita tapi bersih yang sehat,"['hasil', 'akhir', 'bagus', 'kayak', 'kulit', 'kita', 'tapi', 'bersih', 'yang', 'sehat']","['hasil', 'akhir', 'bagus', 'kayak', 'kulit', 'bersih', 'sehat']"
